week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
5/26/24,TV (English),3,"Ashley Madison: Sex, Lies & Scandal","Ashley Madison: Sex, Lies & Scandal: Season 1",16300000,2.6,6300000,2,FALSE,
5/26/24,TV (English),4,Bridgerton,Bridgerton: Season 2,44700000,8.5,5300000,17,FALSE,
5/26/24,TV (English),5,Baby Reindeer,Baby Reindeer: Limited Series,17700000,3.9667,4500000,7,FALSE,
5/26/24,TV (English),6,Jurassic World: Chaos Theory,Jurassic World: Chaos Theory: Season 1,15000000,3.9333,3800000,1,FALSE,
5/26/24,TV (English),7,Tires,Tires: Season 1,8500000,2.25,3800000,1,FALSE,
5/26/24,TV (English),8,Queen Charlotte: A Bridgerton Story,N/A,20400000,6.4833,3100000,7,FALSE,
5/26/24,TV (English),9,Bodkin,Bodkin: Season 1,11200000,5.8,1900000,3,FALSE,
5/26/24,TV (English),10,Buying London,Buying London: Season 1,8000000,4.2,1900000,1,FALSE,
5/26/24,TV (Non-English),1,The 8 Show,The 8 Show: Limited Series,33200000,6.9833,4800000,2,FALSE,
5/26/24,TV (Non-English),2,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Hashira Training Arc,3200000,1.2167,2600000,2,FALSE,
5/26/24,TV (Non-English),3,"Thank You, Next","Thank You, Next: Season 1",14400000,5.8667,2500000,3,FALSE,
5/26/24,TV (Non-English),4,Franco Escamilla: Ladies' man,N/A,2300000,1.2167,1900000,1,FALSE,
5/26/24,TV (Non-English),5,The Asunta Case,The Asunta Case: Limited Series,10200000,5.4167,1900000,5,FALSE,
5/26/24,TV (Non-English),6,The Atypical Family,The Atypical Family: Limited Series,12200000,0,1600000,3,TRUE,"[{""episodesLaunched"":2,""countryList"":[""UY"",""BO"",""BR"",""CR"",""HN"",""CO"",""CL"",""GT"",""CU"",""VE"",""DO"",""PR"",""NI"",""PE"",""AR"",""BZ"",""GQ"",""SV"",""EC"",""PA"",""MX"",""PY""]},{""episodesLaunched"":7,""countryList"":[""KI"",""NZ"",""MM"",""KR"",""MN"",""ID"",""LA"",""BD"",""LK"",""CX"",""PF"",""VU"",""MV"",""NR"",""KH"",""TK"",""IN"",""UM"",""BT"",""VN"",""CC"",""AU"",""NP"",""NU"",""SG"",""TL"",""FJ"",""TO"",""MY"",""TV"",""CK"",""JP"",""PG"",""NC"",""PH"",""NF"",""BN"",""TW"",""WF"",""HK"",""WS"",""PN"",""SB"",""MO"",""TH""]},{""episodesLaunched"":8,""countryList"":[""NA"",""YT"",""MS"",""IR"",""FI"",""BE"",""GI"",""AQ"",""RW"",""ST"",""IE"",""BM"",""GH"",""GW"",""MG"",""SS"",""IT"",""AF"",""HM"",""KN"",""IQ"",""LB"",""TG"",""ZW"",""MU"",""SX"",""IM"",""LC"",""IL"",""NE"",""YE"",""CA"",""BW"",""ZM"",""RE"",""BF"",""CH"",""KY"",""DE"",""MT"",""AS"",""AO"",""PK"",""CZ"",""CG"",""TN"",""FO"",""SL"",""UA"",""SR"",""KM"",""TJ"",""KW"",""ME"",""SO"",""SZ"",""NO"",""NG"",""FR"",""MZ"",""RU"",""GA"",""SM"",""UZ"",""IO"",""PW"",""LI"",""EH"",""BA"",""SE"",""CV"",""SA"",""TM"",""GU"",""CM"",""VC"",""HT"",""OM"",""LV"",""TT"",""GN"",""LR"",""AE"",""GG"",""BG"",""GM"",""DM"",""GE"",""RO"",""SH"",""FM"",""MP"",""LY"",""TD"",""AW"",""JO"",""KG"",""JE"",""HR"",""BJ"",""PL"",""SK"",""NL"",""PS"",""AM"",""ZA"",""GL"",""MH"",""KZ"",""SD"",""DK"",""QA"",""AZ"",""CI"",""GY"",""MW"",""CD"",""MA"",""SN"",""MD"",""EE"",""DZ"",""BQ"",""AI"",""MK"",""ER"",""BB"",""BI"",""MQ"",""AL"",""LT"",""JM"",""MR"",""GF"",""BH"",""AG"",""PT"",""FK"",""GB"",""HU"",""ET"",""US"",""ML"",""ES"",""GS"",""LU"",""PM"",""CF"",""RS"",""IS"",""GR"",""TZ"",""KE"",""GD"",""VI"",""VA"",""BS"",""TR"",""BY"",""EG"",""BL"",""MF"",""VG"",""TC"",""DJ"",""MC"",""AT"",""GP"",""CW"",""CY"",""LS"",""SI"",""UG"",""AD"",""SC""]}]"
5/26/24,TV (Non-English),7,Heeramandi: The Diamond Bazaar,Heeramandi: The Diamond Bazaar: Season 1,11300000,7.3167,1500000,4,FALSE,
